Sample,Sample_ID,Flag,Device,Latitude,Longitude,Water_depth,Ocean,Sample_depth_top,Sample_depth_bottom,Sample_depth_average,Author,Journal,Year,Publication_doi,Resource_doi,Comment,Database,Type,Count_min,Count,Dentigloborotalia_anfracta,Globorotalia_cavernula,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii,Globorotalia_scitula,Globorotalia_truncatulinoides,Globorotalia_tumida,Globorotalia_ungulata,Globorotalia_theyeri,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Berggrenia_pumilio,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Globigerinella_adamsi,Turborotalita_quinqueloba,Turborotalita_humilis,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Candeina_nitida,Globigerinita_glutinata,Globigerinita_uvula,Globigerinita_minuta,Tenuitella_iota,Hastigerina_pelagica,Hastigerinella_digitata,Globorotalia_menardii_&_Globorotalia_tumida,Globigerinoides_ruber_&_Globigerinoides_white,Turborotalita_humilis_&_Berggrenia_pumilio,Globorotalia_truncatulinoides_dextral_coiling,Globorotalia_truncatulinoides_sinistral_coiling,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Turborotalita_quinqueloba_dextral_coiling,Turborotalita_quinqueloba_sinistral_coiling,unidentified,T_surface,T_400,T_gradient,S_surface,S_400,Si_surface,Si_400,O_surface,O_400,CO2_surface,CO2_400
V30067,MARGO_3434,0,,35.483,177.567,3927.0,49.0,,0.02,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, T. sacculifer subspecies set to N/A",64,1,,168.0,0.0,0.0,0.005952381,0.0,0.0,0.0,0.035714286,0.0,0.0,0.0,0.428571429,0.029761905,0.327380952,0.011904762,0.0,0.0,0.0,0.0,0.095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762,0.017857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029761905,0.0,0.0,0.005952381,0.0,0.0,,,,0.035714286,0.0,,,,,0.0,21.585073471069336,10.241641998291016,11.34343147277832,34.47697067260742,34.22373962402344,3.855954170227051,23.214445114135742,228.09844970703125,207.50277709960938,1986.65771484375,2113.706787109375
V30068,MARGO_3435,0,,35.283,171.9,1193.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, T. sacculifer subspecies set to N/A",64,1,,1534.0,0.0,0.0,0.008474576,0.001303781,0.0,0.0,0.020208605,0.0,0.0,0.0,0.133637549,0.017601043,0.329856584,0.019556714,0.0,0.0,0.0,0.0,0.217079531,0.009126467,0.00065189,0.0,0.035202086,0.0,0.002607562,0.006518905,0.0,0.001955671,0.0,0.0,0.052151239,0.0,0.0,0.0,0.0,0.134289439,0.0,0.0,0.009778357,0.0,0.0,,,,0.020208605,0.0,,,,,0.0,23.779287338256836,8.780497550964355,14.99878978729248,34.373321533203125,34.119171142578125,2.346107006072998,34.706085205078125,216.69317626953125,185.23973083496094,1959.35302734375,2137.48046875
V32126,MARGO_3436,0,,31.567,151.1,2032.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, T. sacculifer subspecies set to N/A",64,1,,450.0,0.0,0.0,0.0,0.0,0.011111111,0.0,0.037777778,0.0,0.0,0.0,0.802222222,0.017777778,0.055555556,0.0,0.0,0.0,0.0,0.0,0.024444444,0.0,0.008888889,0.0,0.022222222,0.0,0.0,0.011111111,0.0,0.002222222,0.0,0.0,0.0,0.0,0.0,0.002222222,0.0,0.004444444,0.0,0.0,0.0,0.0,0.0,,,,0.035555556,0.002222222,,,,,0.0,23.42700958251953,15.154561042785645,8.272448539733887,34.66599655151367,34.616249084472656,2.285917282104492,8.690993309020996,220.82650756835938,194.51004028320312,1975.5546875,2055.795654296875
V19-119,MARGO_3462,0,Piston,14.25,119.3833333,2573.0,49.0,,,,Shieh and Chen,Bull Cent Geol Survey,1984,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.403578529,0.005964215,0.0,0.005964215,0.0,0.0,0.0,0.027833002,0.0,0.0,0.062624254,0.0,0.0,0.0,0.033797217,0.008946322,0.0,0.0,0.186878728,0.01888668,0.005964215,0.0,0.0,0.01888668,0.01888668,0.0,0.0,0.0,0.027833002,0.071570577,0.0,0.102385686,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,27.642335891723633,8.489693641662598,19.152642250061035,33.6914176940918,34.47570037841797,1.4302977323532104,47.60075378417969,206.09835815429688,103.61181640625,1919.92236328125,2197.583984375
V19-134,MARGO_3463,0,Piston,8.45,110.0,1031.0,49.0,,,,Shieh and Chen,Bull Cent Geol Survey,1984,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.003015075,0.0,0.075376884,0.009045226,0.0,0.0,0.0,0.0,0.0,0.105527638,0.0,0.0,0.07839196,0.0,0.0,0.0,0.015075377,0.0,0.0,0.0,0.36281407,0.169849246,0.003015075,0.006030151,0.0,0.015075377,0.0,0.0,0.0,0.0,0.018090452,0.006030151,0.0,0.132663317,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,26.878944396972656,6.877803325653076,20.00114107131958,32.804229736328125,34.52830123901367,4.082863807678223,38.71982192993164,210.46319580078125,107.75147247314453,1858.4288330078125,
V19-137,MARGO_3464,0,Piston,5.4,107.1833333,68.0,49.0,,,,Shieh and Chen,Bull Cent Geol Survey,1984,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.03919598,0.0,0.0,0.0,0.0,0.0,0.0,0.046231156,0.0,0.0,0.021105528,0.0,0.0,0.0,0.028140704,0.0,0.0,0.0,0.495477387,0.203015075,0.025125628,0.0,0.0,0.021105528,0.007035176,0.0,0.0,0.0,0.053266332,0.0,0.0,0.060301508,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,27.19580841064453,,,32.93467330932617,,5.147235870361328,,206.9105682373047,,1856.9656982421875,
V19-138,MARGO_3465,0,Piston,4.933333333,106.9166667,77.0,49.0,,,,Shieh and Chen,Bull Cent Geol Survey,1984,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.021042084,0.0,0.0,0.0,0.0,0.0,0.0,0.04509018,0.0,0.0,0.018036072,0.0,0.0,0.0,0.027054108,0.0,0.0,0.0,0.435871743,0.337675351,0.024048096,0.0,0.0,0.043086172,0.003006012,0.0,0.0,0.0,0.024048096,0.0,0.0,0.021042084,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,27.297439575195312,,,33.01898956298828,,5.460786819458008,,205.40621948242188,,1859.1822509765625,
V19-139,MARGO_3466,0,Piston,3.966666667,106.0333333,81.0,49.0,,,,Shieh and Chen,Bull Cent Geol Survey,1984,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.013,0.0,0.003,0.0,0.045,0.0,0.003,0.0,0.521,0.235,0.019,0.0,0.003,0.019,0.01,0.0,0.0,0.0,0.023,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,27.332714080810547,,,33.13495635986328,,5.680846214294434,,204.0682830810547,,1863.4515380859375,
V19-202T,MARGO_3467,0,,29.85,137.967,3919.0,49.0,,0.1,,Coulbourn et al.,Mar Micropaleontol,1980,,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, T. sacculifer subspecies data moved to sum",64,0,300.0,,0.0,,0.0,0.0,0.019607843,0.0,0.009803922,0.039215686,,,0.588235294,0.166666667,0.0,0.0,0.068627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009803922,0.0,0.009803922,0.0,0.0,0.0,0.019607843,0.0,0.0,0.0,0.0,0.068627451,0.0,0.0,,,0.0,,,,,,0.009803922,0.0,,,,,0.0,24.073347091674805,15.490921020507812,8.582426071166992,34.64592742919922,34.6451530456543,1.570642352104187,8.76876163482666,212.45361328125,190.1407012939453,1955.4671630859375,2054.2421875
V19-209,MARGO_3468,0,,27.567,132.883,3782.0,49.0,,0.1,,Coulbourn et al.,Mar Micropaleontol,1980,,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, T. sacculifer subspecies data moved to sum, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,300.0,,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.6,0.17,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,25.531190872192383,15.549997329711914,9.981193542480469,34.712181091308594,34.65507125854492,1.4862542152404785,8.121758460998535,205.32962036132812,190.4379425048828,1956.5946044921875,2054.997802734375
V20-174,MARGO_3475,0,,7.133,-103.25,3120.0,49.0,0.0,,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, T. sacculifer subspecies set to N/A, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,,0.0,0.0,0.092783505,0.0,0.0,0.175257732,,,0.0,0.670103093,0.0,0.0,0.010309278,0.030927835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278,0.0,0.0,0.0,0.0,0.0,0.0,0.010309278,0.0,0.0,,,0.0,,,,,,,,,,,,0.0,27.382600784301758,9.5169095993042,17.86569118499756,33.92792510986328,34.67950439453125,-0.1836174577474594,37.612220764160156,216.9355926513672,8.449405670166016,1880.506103515625,2283.040283203125
V20-175,MARGO_3476,0,,5.483,-108.583,3844.0,49.0,0.0,,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.02020202,0.0,0.0,0.272727273,0.0,0.0,0.0,0.575757576,0.0,0.0,0.090909091,0.02020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02020202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,26.37252426147461,9.31244945526123,17.06007480621338,34.038177490234375,34.67048263549805,0.123612180352211,37.44651794433594,206.6109161376953,15.219076156616211,1913.6280517578125,2273.9736328125
V20-177,MARGO_3477,0,,34.033,138.367,3550.0,49.0,,0.1,,Coulbourn et al.,Mar Micropaleontol,1980,,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, T. sacculifer subspecies data moved to sum, G. truncatulinoides subspecies set to N/A",64,0,300.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.195876289,0.237113402,0.113402062,0.0,0.0,0.0,0.0,0.0,0.154639175,0.020618557,0.010309278,0.0,0.051546392,0.0,0.0,0.0,0.0,0.0,0.092783505,0.0,0.010309278,0.0,0.010309278,0.0,0.0,0.103092784,,,0.0,,,,,,,,,,,,0.0,21.037479400634766,6.82108211517334,14.216397285461426,34.25071334838867,34.23440170288086,5.341266632080078,68.68272399902344,224.1422882080078,107.9787826538086,1949.664794921875,2192.635498046875
V20-23,MARGO_3478,0,,27.9,140.05,3702.0,49.0,,0.1,,Coulbourn et al.,Mar Micropaleontol,1980,,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, T. sacculifer subspecies data moved to sum",64,0,300.0,,0.0,0.0,0.0,0.0,0.01980198,0.00990099,0.079207921,0.01980198,0.0,0.0,0.495049505,0.118811881,0.00990099,0.0,0.01980198,0.0,0.0,0.0,0.01980198,0.0,0.00990099,0.0,0.04950495,0.01980198,0.0,0.00990099,0.00990099,0.02970297,0.02970297,0.0,0.0,0.0,0.0,0.0,0.0,0.04950495,0.0,0.0,0.0,0.0,0.0,,,,0.079207921,0.0,,,,,0.0,26.47627067565918,14.660901069641113,11.815369606018066,34.745445251464844,34.5853271484375,1.4180201292037964,10.47239875793457,201.9840087890625,190.8582000732422,1947.3480224609375,2069.88330078125
V20-26,MARGO_3479,0,,27.85,141.367,4116.0,49.0,,0.1,,Coulbourn et al.,Mar Micropaleontol,1980,,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, T. sacculifer subspecies data moved to sum",64,0,300.0,,0.0,0.0,0.0,0.0,0.04040404,0.0,0.02020202,0.04040404,0.0,0.0,0.707070707,0.050505051,0.0,0.0,0.01010101,0.0,0.0,0.0,0.01010101,0.0,0.01010101,0.0,0.070707071,0.0,0.0,0.01010101,0.0,0.0,0.01010101,0.0,0.0,0.0,0.0,0.01010101,0.0,0.01010101,0.0,0.0,0.0,0.0,0.0,,,,0.02020202,0.0,,,,,0.0,26.43443489074707,14.630690574645996,11.803744316101074,34.790443420410156,34.5817756652832,1.4158889055252075,10.515439987182617,204.06101989746094,191.38845825195312,1949.8720703125,2072.35400390625
V24-134,MARGO_3503,0,Piston,8.833333333,119.2333333,2019.0,49.0,,,,Shieh and Chen,Bull Cent Geol Survey,1984,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.064,0.003,0.0,0.005,0.0,0.0,0.0,0.096,0.0,0.0,0.075,0.0,0.003,0.0,0.104,0.0,0.003,0.0,0.288,0.189,0.008,0.005,0.0,0.032,0.016,0.0,0.0,0.0,0.016,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,27.11847686767578,8.303057670593262,18.81541919708252,33.69356918334961,34.556251525878906,2.421757221221924,30.71324348449707,208.11679077148438,117.79617309570312,1883.613037109375,2221.450439453125
V32-172,MARGO_3561,0,Piston,2.3,168.0,4287.0,49.0,,,,Chen and Prell,Palaeogeogr Palaeoclimatol Palaeoecol,1998,doi.org/10.1016/S0031-0182(97)00095-3,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.026369,0.0,0.0,0.174442,0.0,0.0,0.0,0.068966,0.0,0.0,0.624746,0.018256,0.0,0.0,0.004057,0.0,0.0,0.0,0.004057,0.01217,0.0,0.002028,0.004057,0.026369,0.002028,0.0,0.0,0.0,0.0,0.028398,0.0,0.004057,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,29.461565017700195,9.223200798034668,20.238364219665527,34.16804885864258,34.65769958496094,1.374338150024414,32.215091705322266,195.06051635742188,86.40609741210938,1903.804931640625,2215.13427734375
V34-90TW,MARGO_3571,0,,12.58,-88.62,282.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,210.0,0.0,0.0,0.0,0.0,0.233333333,0.0,0.0,0.0,0.0,0.0,0.0,0.566666667,0.019047619,0.0,0.004761905,0.0,0.0,0.0,0.080952381,0.0,0.0,0.0,0.028571429,0.023809524,0.0,0.0,0.0,0.014285714,0.0,0.0,0.0,0.0,0.014285714,0.0,0.0,0.014285714,0.0,0.0,0.0,0.0,0.0,,,,,,0.023809524,0.0,,,0.0,27.446773529052734,,,34.060054779052734,,2.8017232418060303,,203.38536071777344,,1933.5570068359375,
V34-92TW,MARGO_3572,0,,4.25,-85.1,3226.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,201.0,0.0,0.0,0.0,0.0,0.15920398,0.024875622,0.0,0.0,0.0,0.0,0.0,0.323383085,0.004975124,0.0,0.014925373,0.0,0.0,0.0,0.054726368,0.0,0.0,0.0,0.15920398,0.104477612,0.004975124,0.009950249,0.0,0.024875622,0.004975124,0.0,0.0,0.0,0.004975124,0.014925373,0.0,0.089552239,0.0,0.0,0.0,0.0,0.0,,,,,,0.104477612,0.0,,,0.0,29.85326385498047,9.68371295928955,20.169550895690918,32.05738830566406,34.70405578613281,1.9686925411224365,40.67914962768555,199.44517517089844,6.717222690582275,1829.5679931640625,2288.4296875
V36-3,MARGO_3573,0,Piston,19.02,116.1,2809.0,49.0,,,,Ye and Wang (Eds.),Contributions to late quaternary paleoceanography of the south China sea,1992,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.067073171,0.0,0.0,0.0,0.0,0.0,0.018292683,0.18902439,0.042682927,0.0,0.048780488,0.0,0.030487805,0.0,0.085365854,0.006097561,0.024390244,0.0,0.140243902,0.158536585,0.012195122,0.0,0.0,0.012195122,0.0,0.0,0.0,0.0,0.006097561,0.0,0.0,0.158536585,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,28.364822387695312,6.319989204406738,22.044833183288574,33.265377044677734,34.34419631958008,2.4919021129608154,75.33692169189453,211.071044921875,91.59423065185547,1957.9053955078125,2168.874755859375
V36-5,MARGO_3574,0,Piston,19.43,115.92,2332.0,49.0,,,,Ye and Wang (Eds.),Contributions to late quaternary paleoceanography of the south China sea,1992,,doi:10.1594/PANGAEA.227323,"T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,0,,,0.0,0.0,0.0,0.0,0.041666667,0.0,0.0,0.0,0.0,0.0,0.0,0.05952381,0.0,0.017857143,0.05952381,0.0,0.047619048,0.0,0.142857143,0.035714286,0.0,0.0,0.142857143,0.119047619,0.005952381,0.0,0.0,0.011904762,0.06547619,0.0,0.0,0.0,0.005952381,0.011904762,0.0,0.232142857,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,27.996789932250977,5.744149208068848,22.25264072418213,33.102962493896484,34.33268737792969,3.0134263038635254,79.62973022460938,212.8685760498047,85.54176330566406,1958.6005859375,2170.88232421875
VM15-23,MARGO_3575,0,,-2.85,-126.2,4614.0,81.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,547.0,0.0,0.0,0.016453382,0.0,0.39488117,0.0,0.0,0.0,0.0,0.0,0.0,0.398537477,0.003656307,0.0,0.098720293,0.014625229,0.0,0.0,0.014625229,0.0,0.001828154,0.0,0.012797075,0.003656307,0.0,0.001828154,0.001828154,0.010968921,0.001828154,0.0,0.0,0.0,0.0,0.0,0.0,0.023765996,0.0,0.0,0.0,0.0,0.0,,,,,,0.003656307,0.0,,,0.0,27.235673904418945,9.773059844970703,17.462614059448242,35.0672721862793,34.728946685791016,1.7162638902664185,34.259246826171875,201.11476135253906,23.789966583251953,2001.1676025390625,2268.537353515625
VM15-29,MARGO_3576,0,,3.17,-118.47,4191.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,302.0,0.0,0.0,0.006622517,0.0,0.298013245,0.006622517,0.0,0.0,0.0,0.0,0.003311258,0.493377483,0.003311258,0.0,0.043046358,0.009933775,0.0,0.0,0.016556291,0.0,0.006622517,0.0,0.023178808,0.036423841,0.003311258,0.0,0.0,0.01986755,0.0,0.0,0.0,0.0,0.003311258,0.009933775,0.0,0.016556291,0.0,0.0,0.0,0.0,0.0,,,,,,0.036423841,0.0,,,0.0,27.697834014892578,9.580625534057617,18.11720848083496,34.65911865234375,34.69082260131836,4.289569854736328,35.748321533203125,188.2337646484375,34.75070571899414,1997.43603515625,2255.18017578125
VM15-30,MARGO_3577,0,,5.7,-85.27,1838.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, T. sacculifer subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,294.0,0.0,0.0,0.0,0.0,0.326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.431972789,0.030612245,0.0,0.0,0.0,0.003401361,0.0,0.06122449,0.0,0.010204082,0.0,0.017006803,0.0,0.0,0.0,0.0,0.017006803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102040816,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,29.521883010864258,9.835064888000488,19.68681812286377,32.067665100097656,34.7072639465332,2.1396172046661377,40.28076171875,199.90042114257812,5.967159748077393,1826.823974609375,2288.427734375
VM18-312,MARGO_3578,0,,6.1,-82.08,3016.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,399.0,0.0,0.0,0.0,0.0,0.100250627,0.01754386,0.0,0.0,0.0,0.0,0.0,0.513784461,0.0,0.0,0.005012531,0.0,0.002506266,0.0,0.100250627,0.0,0.0,0.0,0.100250627,0.037593985,0.0,0.002506266,0.0,0.015037594,0.002506266,0.0,0.0,0.0,0.0,0.0,0.0,0.102756892,0.0,0.0,0.0,0.0,0.0,,,,,,0.037593985,0.0,,,0.0,28.64540672302246,10.162421226501465,18.482985496520996,32.2071533203125,34.73188400268555,3.3615264892578125,38.67375564575195,196.7553253173828,5.882856369018555,1834.790771484375,2288.9755859375
VM18-318,MARGO_3579,0,,2.47,-81.7,2404.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,342.0,0.0,0.0,0.0,0.0,0.067251462,0.002923977,0.0,0.0,0.0,0.0,0.0,0.573099415,0.0,0.0,0.01754386,0.0,0.00877193,0.0,0.067251462,0.0,0.0,0.0,0.026315789,0.029239766,0.002923977,0.002923977,0.0,0.011695906,0.0,0.0,0.0,0.0,0.002923977,0.0,0.0,0.187134503,0.0,0.0,0.0,0.0,0.0,,,,,,0.029239766,0.0,,,0.0,28.673627853393555,9.58145809173584,19.092169761657715,32.92667007446289,34.71483612060547,2.778083562850952,41.576908111572266,201.553466796875,8.087675094604492,1898.0257568359375,2287.24169921875
VM18-350,MARGO_3580,0,,-3.33,-82.07,1373.0,81.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,609.0,0.0,0.0,0.001642036,0.0,0.114942529,0.003284072,0.0,0.0,0.0,0.0,0.0,0.615763547,0.009852217,0.0,0.006568144,0.0,0.004926108,0.0,0.113300493,0.0,0.001642036,0.0,0.022988506,0.004926108,0.001642036,0.006568144,0.0,0.014778325,0.003284072,0.0,0.0,0.0,0.0,0.0,0.0,0.073891626,0.0,0.0,0.0,0.0,0.0,,,,,,0.004926108,0.0,,,0.0,22.857662200927734,9.276262283325195,13.581399917602539,34.59843444824219,34.70403289794922,2.4152774810791016,41.376312255859375,193.64169311523438,6.016204833984375,2042.0157470703125,2280.786376953125
VM19-25,MARGO_3581,0,,6.95,-84.28,1736.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,278.0,0.0,0.0,0.0,0.0,0.125899281,0.04676259,0.0,0.0,0.0,0.0,0.0,0.169064748,0.0,0.0,0.007194245,0.0,0.025179856,0.0,0.147482014,0.0,0.0,0.0,0.154676259,0.064748201,0.007194245,0.003597122,0.0,0.032374101,0.003597122,0.0,0.0,0.0,0.0,0.0,0.0,0.212230216,0.0,0.0,0.0,0.0,0.0,,,,,,0.064748201,0.0,,,0.0,28.743053436279297,10.039769172668457,18.70328426361084,32.34437561035156,34.719337463378906,2.894582509994507,39.3792724609375,198.30812072753906,5.2601470947265625,1837.7315673828125,2288.003662109375
VM19-29,MARGO_3583,0,,1.08,-87.28,2714.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,364.0,0.0,0.0,0.0,0.0,0.085164835,0.008241758,0.0,0.0,0.0,0.0,0.0,0.458791209,0.010989011,0.002747253,0.016483516,0.0,0.002747253,0.0,0.085164835,0.0,0.0,0.0,0.046703297,0.046703297,0.008241758,0.005494505,0.005494505,0.043956044,0.010989011,0.0,0.0,0.0,0.005494505,0.0,0.0,0.156593407,0.0,0.0,0.0,0.0,0.0,,,,,,0.046703297,0.0,,,0.0,27.22207260131836,9.411535263061523,17.810537338256836,33.8347282409668,34.70002365112305,1.8140473365783691,40.43265151977539,210.479736328125,8.911359786987305,1932.3131103515625,2281.697021484375
VM20-15,MARGO_3584,0,,0.95,-89.35,714.0,49.0,,0.01,,Mix et al.,Paleoceanography,1999,doi:10.1029/1999PA900012,doi:10.1594/PANGAEA.227323,"Core label might be incorrect, missing count data set to zero as sample is assumed to be complete, G. truncatulinoides subspecies set to N/A",64,1,,1127.0,0.0,0.0,0.004436557,0.0,0.038154392,0.023957409,0.0,0.0,0.0,0.0,0.003549246,0.400177462,0.02484472,0.001774623,0.000887311,0.0,0.015084295,0.0,0.251109139,0.002661934,0.0,0.0,0.070097604,0.021295475,0.003549246,0.000887311,0.0,0.026619343,0.004436557,0.0,0.009760426,0.0,0.01242236,0.0,0.0,0.084294587,0.0,0.0,0.0,0.0,0.0,,,,,,0.021295475,0.0,,,0.0,25.238086700439453,9.387141227722168,15.850945472717285,34.25786209106445,34.699363708496094,2.3533225059509277,38.84690856933594,208.07579040527344,12.213159561157227,1969.7210693359375,2277.010986328125
